index,Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Property_age,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
7582,"Lodha Aurum, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,1235.0,1090.0,3.0,8,1,31000000,310000.0,30.0,25100.0,3.0,3.0
4448,"Laxmina Krishna Niwas, Union Park, Chembur, Mumbai",Ready to move,Unfurnished,1455.0,1063.860296,1.0,2,1,38000000,380000.0,15.0,26120.0,3.0,3.0
1072,"Bhoir Casita Enclave, Naigaon East, Mumbai",Ready to move,Unfurnished,600.0,380.0,1.0,2,1,3200000,63999.99838,7.0,5330.0,1.0,1.0
3120,"Ahimsa Aditya Anirudh CHS, Sunder Nagar, Malad West, Mumbai",Ready to move,Semi Furnished,600.0,475.0,2.0,18,1,12500000,130000.0,8.0,20830.0,1.0,1.0
7332,"Sai Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,3000.0,1881.965509,1.0,90,1,80000000,80000000.0,15.78209375,26670.0,3.0,2.0
8293,"Lodha New Cuffe parade Lodha Evoq, Sion, Mumbai",Ready to move,Semi Furnished,2300.0,2000.0,4.0,6,2,85000000,850000.0,41.0,36960.0,4.0,4.0
7638,"Deonar, Govandi, Mumbai",Ready to move,Semi Furnished,1700.0,946.5923137,3.0,9,3,23500000,23500000.0,28.0,13820.0,3.0,3.0
6176,"RR Hill Galaxy Apartments, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Unfurnished,900.0,650.0,2.0,8,0,9000000,149994.9812,15.0,10000.0,2.0,2.0
7543,"Mahindra The Great Eastern Gardens, Kanjurmarg West, Mumbai",Ready to move,Fully Furnished,1510.0,1250.0,3.0,16,2,33000000,330000.0,22.0,21850.0,3.0,3.0
2807,"Arkade Art, Kanakia Park, Mira Road East, Mumbai",Ready to move,Unfurnished,700.0,450.0,2.0,6,0,6457000,52.97000809,14.0,9220.0,1.0,1.0
7191,"Sagar Sangeet, Apollo Bandar, Colaba, Mumbai",Ready to move,Semi Furnished,1000.0,963.0,2.0,20,1,65000000,650000.0,32.0,65000.0,2.0,2.0
9465,"Moroccan Cooperative, Aarey Colony, Goregaon East, Mumbai",Ready to move,Fully Furnished,1860.0,1400.0,3.0,17,2,19000000,100000.0,20.0,10210.0,3.0,3.0
8923,"ELEGANT NAVRATNAMALA, Kalina, Santacruz East, Mumbai",Ready to move,Unfurnished,1000.0,853.9566818,1.0,1,1,24000000,24000000.0,7.0,24000.0,2.0,2.0
8218,"L&T Crescent Bay, Gundecha Garden, Parel, Mumbai",Ready to move,Semi Furnished,1854.0,1700.0,3.0,5,3,110000000,1100000.0,59.0,59330.0,4.0,4.0
8846,"Kalpataru Aura, Ghatkopar West, Mumbai",Ready to move,Semi Furnished,1120.0,835.0,3.0,6,1,27800000,0.0,20.0,24820.0,3.0,3.0
3972,"Mairathan membro, Tembhipada, Bhandup West, Mumbai",Ready to move,Unfurnished,550.0,405.6620844,1.0,6,1,9000000,90175.78513,18.0,16360.0,1.0,2.0
3548,"Hiranandani Richmond, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,5625.0,3750.0,5.0,15,1,180000000,1800000.0,32.0,32000.0,4.0,4.0
7860,"Sheth Polaris, Laxmi Nagar, Goregaon West, Mumbai",Ready to move,Fully Furnished,1800.0,1250.0,3.0,10,2,57500000,580000.0,26.0,31940.0,3.0,3.0
6789,"Shapoorji Pallonji Sarova Complex, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,609.0,465.304005,1.0,4,1,9800000,93396.1182,31.0,16090.0,2.0,2.0
9478,"Mira Sagar, Gokul Village, Mira Road East, Mumbai",Ready to move,Semi Furnished,625.0,441.1139829,2.0,10,1,6700000,120000.0,7.0,10720.0,1.0,2.0
1446,"Hiranandani Regent Hill C D And E Wing, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,600.0,380.0,1.0,2,1,16000000,160000.0,23.0,26670.0,1.0,1.0
5116,"Lokhandwala Minerva 1A 1B And 1C, Adarsh Nagar, Lower Parel, Mumbai",Ready to move,Semi Furnished,2660.0,1900.0,3.0,1,2,82500000,880000.0,91.0,31020.0,3.0,3.0
732,"Raheja Residency, Sankalp Colony, Malad East, Mumbai",Ready to move,Semi Furnished,1050.0,850.0,2.0,2,1,21500000,210000.0,20.0,20480.0,2.0,2.0
5549,"Shree Shakun Heights, Dindoshi, Malad East, Mumbai",Ready to move,Fully Furnished,500.0,400.0,2.0,6,1,12500000,11654911.46,15.0,25000.0,1.0,1.0
5199,"Thakur Village, Kandivali East, Mumbai",Ready to move,Fully Furnished,1000.0,900.0,3.0,15,1,25500000,250000.0,7.0,25500.0,3.0,3.0
7792,"Sanidhya, Walkeshwar, Malabar Hill, Mumbai",Ready to move,Fully Furnished,1400.0,1925.480833,1.0,15,1,79000000,79000000.0,21.0,56430.0,3.0,3.0
19,"Lodha Bellissimo, Lower Parel, Mumbai",Ready to move,Unfurnished,2259.0,2252.0,3.0,4,2,110000000,1100000.0,40.0,48690.0,4.0,4.0
7745,"Godrej Prime, Sahakar Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1000.0,850.0,3.0,5,1,25000000,250000.0,15.0,25000.0,3.0,3.0
7906,"Nirmal Polaris B 20 21, P&T Staff Colony, Mulund West, Mumbai",Ready to move,Fully Furnished,1450.0,1030.0,3.0,7,1,23400000,23130933.49,21.0,16140.0,3.0,3.0
3086,"HIRAL Madhuban Heights, Sector 6 Charkop, Kandivali West, Mumbai",Ready to move,Semi Furnished,601.0,450.0,2.0,5,0,11500000,0.0,21.0,19130.0,1.0,1.0
8826,"Chaitanya Shreyas, Ambivali, Andheri West, Mumbai",Ready to move,Unfurnished,575.0,601.5040925,1.0,1,1,16900000,0.0,14.0,29390.0,2.0,2.0
8085,"Evershine Crown, Thakur Village, Kandivali East, Mumbai",Ready to move,Fully Furnished,1150.0,882.0,2.0,5,1,34000000,340000.0,28.0,29570.0,3.0,3.0
8223,"Ajmera Bhakti Park, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,1920.0,1440.0,3.0,12,2,40000000,400000.0,18.0,20830.0,4.0,4.0
4782,"Green Acre, Mulund West, Mumbai",Ready to move,Semi Furnished,765.0,550.0,2.0,6,1,16000000,160000.0,7.0,20910.0,2.0,2.0
6055,"Lodha New Cuffe Parade Lodha Enchante 41st To 45th Floor, Sion East, Sion, Mumbai",Ready to move,Semi Furnished,1146.0,955.0,1.0,5,1,29500000,300000.0,43.0,25740.0,2.0,2.0
8894,"Bombay Sahil Exotica, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,1600.0,1080.0,3.0,10,1,28300000,280000.0,18.0,17690.0,3.0,3.0
447,"Wadala Truck Terminal, Sion, Mumbai",Ready to move,Semi Furnished,1055.0,949.6174203,3.0,4,2,27000000,27000000.0,43.0,25590.0,2.0,2.0
5914,"CALL FOR NAME, Bandra West, Mumbai",Ready to move,Fully Furnished,1250.0,753.0281331,1.0,20,1,35000000,35000000.0,7.0,28000.0,2.0,2.0
690,"Adityaraj Avenue, Kannamwar Nagar II, Vikhroli East, Mumbai",Ready to move,Unfurnished,560.0,395.0,2.0,1,1,8300000,40624.68533,22.0,14820.0,1.0,1.0
3214,"Lodha World Crest, Lower Parel, Mumbai",Ready to move,Semi Furnished,3300.0,2309.0,5.0,3,3,145000000,1450000.0,74.0,43940.0,4.0,4.0
2919,"Krishna Residency, Sunder Nagar, Malad West, Mumbai",Ready to move,Semi Furnished,560.0,450.0,2.0,15,1,14000000,140000.0,8.0,25000.0,1.0,1.0
5373,"Seven Eleven Apna Ghar, Kashimira, Mira Road East, Mumbai",Ready to move,Unfurnished,396.0,235.1063998,2.0,1,1,4500000,0.0,15.0,11360.0,1.0,1.0
2743,"JP North Atria, Hatkesh Udhog Nagar, Mira Road East, Mumbai",Ready to move,Fully Furnished,650.0,441.8629988,2.162938773,12,1,7000000,99980.03355,23.0,10770.0,1.0,2.0
6008,"Hiranandani Castle Rock C And D Wing, Panchkutir Ganesh Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1050.0,777.0,2.0,5,1,33500000,340000.0,22.0,31900.0,2.0,2.0
266,"Runwal Bliss Wing D, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,900.0,813.0,2.0,1,2,22000000,0.0,50.0,24440.0,2.0,2.0
7278,"Wadhwa Wadhwa Viceroy Park, Anand Park, Dahisar West, Mumbai",Ready to move,Unfurnished,1510.0,972.0,3.0,5,0,27500000,280000.0,18.0,18210.0,3.0,3.0
5773,"AVIRAHI, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,700.0,410.8479134,2.0,10,1,11600000,11600000.0,13.0,16570.0,1.0,2.0
3841,"Runwal green, Industrial Area, Bhandup West, Mumbai",Ready to move,Semi Furnished,2178.0,1428.190167,2.0,8,3,57000000,57000000.0,38.0,26170.0,4.0,5.0
6159,"Evershine Tower Phase 5, Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,1000.0,818.8299207,1.0,16,1,24100000,24100000.0,20.0,24100.0,2.0,2.0
7087,"Pinewood Apartment, Nirmal Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,815.0,650.0,2.0,20,0,14000000,140000.0,8.0,17180.0,2.0,2.0
892,"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1650.0,1127.0,3.0,1,2,34300000,2250.861806,60.0,20790.0,3.0,3.0
8648,"Shivalik Garden Court, Lokmanya Tilak Colony, Dadar East, Mumbai",Ready to move,Unfurnished,1600.0,1150.0,3.0,10,2,55000000,550000.0,25.0,34380.0,3.0,3.0
3024,"Mahadev Mahadev Complex, Beverly Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,685.0,415.0,2.0,5,1,6300000,63000.0,7.0,9200.0,1.0,1.0
303,"Kanakia Zenworld Phase I, Kanjurmarg East, Mumbai",Ready to move,Unfurnished,1245.0,750.0,2.0,3,1,19500000,190000.0,22.0,15660.0,2.0,2.0
6492,"avirahi, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,1250.0,746.8186547,2.0,6,1,18000000,18000000.0,13.0,14400.0,2.0,2.0
3051,"PRIME SOCIETY, Sane Guruji Nagar, Mulund East, Mumbai",Ready to move,Semi Furnished,600.0,516.9033842,1.0,10,1,12000000,12000000.0,22.0,20000.0,1.0,1.0
9135,"Nagpada, Madanpura, Mumbai",Ready to move,Semi Furnished,960.0,770.2793938,1.0,10,0,20000000,20000000.0,20.0,20830.0,2.0,2.0
8112,"Lokhandwala Whispering Palms Exclusive, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,1660.0,1250.0,3.0,15,1,33000000,247031.6816,21.0,19880.0,3.0,3.0
8300,"Poddar Samadhan Apartments, Mitha Nagar, Goregaon West, Mumbai",Ready to move,Fully Furnished,1020.0,664.0,3.0,3,2,27500000,27376556.83,22.0,26960.0,3.0,3.0
8815,"KaBa13, Bandra West, Mumbai",Ready to move,Semi Furnished,750.0,1227.669859,1.0,11,1,40000000,40000000.0,15.0,53330.0,1.0,1.0
1862,"Sai Samriddhi, Golani Naka, Vasai East, Mumbai",Ready to move,Semi Furnished,690.0,444.0,1.0,1,1,3419000,67999.0,16.0,4960.0,1.0,1.0
6396,"Sonam Indraprasth, Queen's Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,1200.0,800.0221817,2.0,10,2,25000000,150000.0,21.0,20830.0,2.0,1.0
1559,"Skyrise Good Relation Wing B, Shivneri Nagar, Govandi, Mumbai",Ready to move,Semi Furnished,500.0,354.0,2.0,2,1,7000000,70000.0,18.0,14000.0,1.0,1.0
3317,"Airport Area, Juhu, Mumbai",Ready to move,Fully Furnished,2200.0,1400.001203,1.0,20,2,100000000,100000000.0,7.0,45450.0,4.0,4.0
513,"Maitri Siya Apartment, Liberty Garden, Malad West, Mumbai",Ready to move,Semi Furnished,375.0,326.0,2.0,3,0,8600000,86000.0,7.0,22930.0,1.0,1.0
8392,"Lodha New Cuffe Parade Lodha Enchante 41st To 45th Floor, Sion, Mumbai",Ready to move,Semi Furnished,1517.0,1266.0,2.0,5,2,35500000,350000.0,43.0,23400.0,3.0,3.0
7733,"Versova, Andheri West, Mumbai",Ready to move,Semi Furnished,1450.0,1200.0,3.0,25,1,36500000,7238225.444,6.0,25170.0,3.0,3.0
2726,"Hanuman Chowk, Mulund East, Mumbai",Ready to move,Unfurnished,590.0,515.5796345,1.0,12,0,12000000,12000000.0,7.0,20340.0,1.0,1.0
3538,"Juhu Anmol, Juhu Tara, Juhu, Mumbai",Ready to move,Fully Furnished,2100.0,1450.0,4.0,15,1,135000000,1350000.0,7.0,64280.0,4.0,4.0
8289,"Mount view Chembur, Sai Baba Nagar, Chembur, Mumbai",Ready to move,Fully Furnished,4500.0,1191.775991,3.0,5,3,59900000,59900000.0,8.402566256,13310.0,6.0,5.0
150,"Chaitanya Shreyas, Ambivali, Andheri West, Mumbai",Ready to move,Unfurnished,807.0,743.1402984,1.0,1,1,26200000,0.0,14.0,32470.0,3.0,2.0
4149,"Mulund East, Mumbai",Ready to move,Unfurnished,489.0,475.0,1.0,1,1,10100000,100000.0,13.0,20650.0,1.0,1.0
4586,"Yashvant Viva TownShip, Vasai East, Mumbai",Ready to move,Fully Furnished,900.0,600.0,2.0,10,1,6000000,60000.0,7.0,6670.0,2.0,2.0
9147,"Navyug  Malad West, Evershine Nagar, Malad West, Mumbai",Ready to move,Fully Furnished,950.0,728.8984079,1.0,7,1,19500000,19500000.0,7.0,20530.0,2.0,2.0
8057,"Hiranandani Gardens Florentine, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,1250.0,1100.0,3.0,10,1,43000000,430000.0,20.0,34400.0,3.0,3.0
1097,"Oberoi Sky City Tower E, Khande Rao Dongari, Borivali East, Mumbai",Ready to move,Semi Furnished,2700.0,2146.0,6.0,1,8,90000000,900000.0,61.0,33330.0,6.0,6.0
7462,"Tagore Road, Santacruz West, Mumbai",Ready to move,Semi Furnished,1443.0,1400.117005,1.0,20,1,100000000,100000000.0,8.0,69300.0,3.0,3.0
2136,"HDIL Dheeraj Jamuna, Chincholi Bunder, Malad West, Mumbai",Ready to move,Unfurnished,650.0,435.0,2.0,10,1,10800000,110000.0,14.0,16610.0,1.0,1.0
3229,"off Turner Rd, Bandra West, Mumbai",Ready to move,Fully Furnished,1825.0,1798.739062,3.0,15,1,82500000,82500000.0,8.0,45200.0,4.0,4.0
9057,"Neptune Flying Kites A Wing Right Wing, Kaju Tekdi, Bhandup West, Mumbai",Ready to move,Semi Furnished,1500.0,675.0,2.0,10,1,16500000,160000.0,40.0,11000.0,2.0,2.0
3489,"Nahar Yarrow Yucca Vinca, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,3540.0,3200.0,5.0,10,1,67500000,680000.0,20.0,19070.0,5.0,5.0
3545,"Oberoi sky garden Lokhandawala back road, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,2800.0,3334.308386,4.0,9,3,165500000,165500000.0,35.0,59110.0,4.0,4.0
9240,"Abhigna Avirahi Heights, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Semi Furnished,750.0,508.0,2.0,5,1,9900000,99000.0,10.0,13200.0,1.0,1.0
8408,"L And T Elixir Reserve, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,1400.0,1300.0,2.0,1,2,39500000,400000.0,22.0,28210.0,3.0,3.0
1473,"Amardeep Anutham, Sane Guruji Nagar, Mulund East, Mumbai",Ready to move,Unfurnished,625.0,435.0,2.0,1,1,13200000,130000.0,28.0,21120.0,1.0,1.0
3639,"Windsor Grande Residences, Mhada Colony, Andheri West, Mumbai",Ready to move,Fully Furnished,3300.0,2250.0,4.0,5,2,130000000,1300000.0,33.0,39390.0,4.0,4.0
5383,"Hiranandani Regent Hill C D And E Wing, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,560.0,389.0,2.0,1,1,16000000,0.0,25.0,28570.0,1.0,1.0
1825,"Parinee Essence, Ambedkar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,594.0,420.0,2.0,1,0,8600000,86000.0,23.0,14480.0,1.0,1.0
141,"Mayfair Virar Gardens Cluster VI, Bolinj, Virar West, Mumbai",Ready to move,Unfurnished,650.0,400.0,2.0,1,0,3400000,0.0,22.0,5230.0,1.0,1.0
4994,"Aria Juhu, Airport Area, Juhu, Mumbai",Ready to move,Unfurnished,2450.0,1841.156482,1.0,1,2,81000000,81000000.0,12.0,33060.0,4.0,5.0
4886,"Lodha Park, Lower Parel, Mumbai",Ready to move,Semi Furnished,1150.0,890.0,2.0,5,1,47500000,480000.0,65.0,41300.0,2.0,2.0
1866,"Bhavani View, Global City, Virar West, Mumbai",Ready to move,Unfurnished,736.0,442.0,1.0,3,3,2849000,55999.0,15.0,3870.0,1.0,1.0
3043,"Wagholi, Nalasopara West, Mumbai",Ready to move,Semi Furnished,640.0,400.0,1.0,5,1,3250000,65000.0,11.0,5080.0,1.0,1.0
1421,"JP Estella, Kashimira, Mira Road East, Mumbai",Ready to move,Fully Furnished,600.0,450.0,2.0,2,1,7300000,150000.0,25.0,12170.0,1.0,1.0
4804,"Shree Shakun Heights, Goregaon East, Mumbai",Ready to move,Fully Furnished,2150.0,1700.0,3.0,5,2,40000000,400000.0,15.0,18600.0,3.0,3.0
7646,"Wadhwa The Address, Godrej Hillside Colony, Vikhroli West, Mumbai",Ready to move,Semi Furnished,1488.0,1079.0,3.0,5,2,36000000,0.0,28.0,24190.0,3.0,3.0
5938,"Rustomjee Royale, Borivali West, Mumbai",Ready to move,Unfurnished,950.0,670.0,2.0,18,1,17700000,180000.0,13.0,18630.0,2.0,2.0
8061,"Oberoi Esquire, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,1900.0,1367.0,3.0,4,2,68500000,680000.0,52.0,36050.0,3.0,3.0
2954,"Sri Garden Avenue K, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,620.0,420.0,2.0,5,1,3400000,68000.0,15.0,5480.0,1.0,1.0
4032,"Sundry Mantralaya, Mantralaya, Fort, Mumbai",Ready to move,Semi Furnished,1200.0,1236.247513,1.0,45,1,60000000,60000000.0,12.0,50000.0,2.0,2.0
4118,"Evershine Embassy, Veer Desai Industrial Estate, Andheri West, Mumbai",Ready to move,Semi Furnished,1255.0,850.0,2.0,13,1,27500000,280000.0,19.0,21910.0,3.0,3.0
5224,"Sheth Midori, Yadav Nagar, Dahisar East, Mumbai",Ready to move,Unfurnished,580.0,428.0,2.0,2,1,9800000,97963.03073,21.0,16900.0,1.0,1.0
2023,"Parinee Essence, Ambedkar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,338.0,335.0,2.0,3,1,7500000,75000.0,23.0,22190.0,1.0,1.0
3402,"Kohinoor City Phase II, Kurla East, Mumbai",Ready to move,Fully Furnished,3500.0,2000.0,5.0,7,2,80000000,0.0,10.0,22860.0,5.0,5.0
5629,"Skg chembur, Indira Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,490.0,509.9801986,1.41900433,1,1,11800000,11800000.0,16.0,24080.0,1.0,2.000000084
4993,"the fortuna andheri west, Suresh Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,920.0,690.3476002,1.0,8,1,21600000,21600000.0,7.0,23480.0,2.0,2.0
3916,"Runwal The Orchard Residency, Amrut Nagar, Ghatkopar West, Mumbai",Ready to move,Fully Furnished,975.0,751.0,1.0,10,1,21500000,0.0,15.0,22050.0,2.0,2.0
1462,"Hiranandani Maple A B and C Wing, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,480.0,380.0,1.0,3,1,15200000,150000.0,24.0,31670.0,1.0,1.0
4710,"Kanakia Country Park, Food Corporation Of India Warehouse, Borivali East, Mumbai",Ready to move,Unfurnished,560.0,450.0,2.0,21,1,12500000,130000.0,8.0,22320.0,1.0,1.0
322,"Navkar Happy Home CHSL, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,950.0,635.0,2.0,1,1,18300000,180000.0,22.0,19260.0,2.0,2.0
1827,"Parinee Essence, Ambedkar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,594.0,420.0,2.0,1,0,8800000,88000.0,23.0,14810.0,1.0,1.0
7088,"DSK Madhukosh, Sathi D Souza Nagar, Sakinaka, Mumbai",Ready to move,Semi Furnished,903.0,662.5114007,1.0,10,1,14000000,14000000.0,12.0,15500.0,2.0,2.0
277,"JK IRIS, Kashimira, Mira Road East, Mumbai",Ready to move,Semi Furnished,756.0,525.0,2.0,1,1,7000000,0.0,16.0,9260.0,1.0,1.0
5312,"Skyline Sparkle, Industrial Area, Bhandup West, Mumbai",Ready to move,Unfurnished,500.0,400.0,2.0,5,0,8800000,88000.0,22.0,17600.0,1.0,1.0
679,"Nandkumar Mahadev Tower, Panchamratna Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,715.0,515.0,2.0,1,1,6300000,0.0,10.0,8810.0,1.0,1.0
7441,"Lodha New Cuffe Parade, Sion, Mumbai",Ready to move,Unfurnished,1700.0,1330.0,3.0,5,2,46000000,460000.0,43.0,27060.0,3.0,3.0
7747,"Godrej Prime, Sahakar Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1400.0,1050.0,3.0,6,1,28500000,290000.0,15.0,20360.0,3.0,3.0
3325,"DSK cuffe parade, Cuffe Parade, Mumbai",Ready to move,Semi Furnished,5400.0,4519.96373,2.0,20,5,300000000,300000000.0,31.0,55550.0,6.0,7.0
9349,"Suraj Luisandra, Priyadarshini Society, Dadar West, Mumbai",Ready to move,Unfurnished,680.0,418.0,2.0,1,1,22500000,0.0,22.0,33090.0,1.0,1.0
742,"Ajmera Greenfinity, Bhakti Park, Wadala East, Mumbai",Ready to move,Unfurnished,610.0,473.0,2.0,1,1,16000000,160000.0,22.0,26230.0,2.0,2.0
2252,"Manorama Empress, Borivali West, Mumbai",Ready to move,Unfurnished,880.0,780.0,2.0,1,1,21000000,210000.0,22.0,23860.0,2.0,2.0
3677,"Runwal Greens, Industrial Area, Bhandup West, Mumbai",Ready to move,Unfurnished,1890.0,1132.070484,1.0,6,2,33400000,190052.7153,38.0,17680.0,4.0,4.0
2549,"Raheja Residency, Sankalp Colony, Malad East, Mumbai",Ready to move,Semi Furnished,1050.0,850.0,3.0,1,1,21400000,210000.0,20.0,20380.0,2.0,2.0
8058,"Oberoi Woods Chs Ltd, Aarey Colony, Goregaon East, Mumbai",Ready to move,Semi Furnished,950.0,1216.056785,1.0,10,1,45500000,45500000.0,35.0,47890.0,3.0,2.0
8377,"Lodha Venezia, Krishna Nagar, Parel, Mumbai",Ready to move,Semi Furnished,1350.0,1150.0,3.0,5,2,52500000,50851282.83,65.0,38890.0,3.0,3.0
113,"Mulund East, Mumbai",Ready to move,Unfurnished,600.0,475.8444872,1.0,1,1,9000000,87239.5956,14.0,15000.0,1.0,2.0
5768,"yello tower, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,500.0,361.4206799,1.0,2,1,9000000,80620.90613,9.0,18000.0,1.0,2.0
1061,"Lodha New Cuffe Parade, Sion, Mumbai",Ready to move,Unfurnished,1670.0,1330.0,3.0,4,2,46000000,460000.0,43.0,27540.0,3.0,3.0
2539,"Neelam Solstice Phase I, Nalanda Nagar, Ramabai Ambedkar Nagar, Mumbai",Ready to move,Unfurnished,1050.0,816.0,2.0,1,1,17100000,170000.0,22.0,16290.0,2.0,2.0
7461,"Technopark 2, Thakur Village, Kandivali East, Mumbai",Ready to move,Fully Furnished,1250.0,919.0,3.0,15,1,25000000,250000.0,8.0,20000.0,3.0,3.0
6482,"Spenta Alta Vista, Lal Dongar, Chembur, Mumbai",Ready to move,Unfurnished,800.0,600.0,2.0,3,1,18000000,180000.0,23.0,22500.0,2.0,2.0
7660,"Noble House, Shastri Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1400.0,1060.0,3.0,18,2,40000000,400000.0,7.0,28570.0,3.0,3.0
5642,"Ravi Gaurav Aster, Kashimira, Mira Road East, Mumbai",Ready to move,Unfurnished,700.0,480.0,2.0,5,0,5700000,5.175073868,20.0,8140.0,1.0,1.0
86,"Godrej Central, Suman Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1459.0,1165.0,3.0,4,2,28400000,280000.0,15.0,19460.0,3.0,3.0
6296,"Seep, Bandra West, Mumbai",Ready to move,Unfurnished,900.0,700.0,2.0,15,1,55000000,550000.0,8.0,61110.0,2.0,2.0
4367,"Poddar Samadhan Apartments, Mitha Nagar, Goregaon West, Mumbai",Ready to move,Fully Furnished,900.0,600.0,2.0,10,1,17000000,170000.0,22.0,18890.0,2.0,2.0
3352,"Goregaon West, Mumbai",Ready to move,Fully Furnished,2450.0,1750.0,5.0,15,1,62500000,630000.0,17.0,25510.0,5.0,5.0
166,"Nathani Heights, RTO Colony, Mumbai Central, Mumbai",Ready to move,Fully Furnished,1080.0,707.0,2.0,2,1,36500000,360000.0,72.0,33800.0,2.0,2.0
3191,"Jijamata Colony, Andheri East, Mumbai",Ready to move,Semi Furnished,615.0,473.0,1.0,12,1,13900000,140000.0,6.0,22600.0,1.0,1.0
4132,"Nahar Cayenne, Hiranandani Gardens, Powai, Mumbai",Ready to move,Fully Furnished,1150.0,752.0,2.0,5,1,21000000,210000.0,18.0,18260.0,2.0,2.0
2206,"Dattani Priti Vihar Leslie Villas, Asha Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,615.0,421.0,2.0,16,1,10000000,100000.0,7.0,16260.0,1.0,1.0
2415,"Hiranandani Castle Rock, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1250.0,777.0,2.0,2,1,33500000,340000.0,21.0,26800.0,2.0,2.0
6242,"Near Navrang Theatre, Azad Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,880.0,674.257214,1.0,25,1,22500000,22500000.0,7.0,25570.0,2.0,2.0
1544,"Abhigna Avirahi Elegance, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,600.0,430.0,2.0,1,1,9500000,95000.0,10.0,15830.0,1.0,1.0
1172,"Marina Enclave M N Phase ll , Kharodi Village, Malad West, Mumbai",Ready to move,Unfurnished,595.0,452.0,1.0,4,1,10500000,110000.0,23.0,17650.0,1.0,1.0
9491,"Shraddha Evoque, Sonapur, Bhandup West, Mumbai",Ready to move,Fully Furnished,530.0,350.0,2.0,3,0,7700000,0.0,22.0,14530.0,1.0,1.0
8820,"PRIME SOCIETY, P&T Staff Colony, Mulund West, Mumbai",Ready to move,Unfurnished,750.0,577.3200681,1.0,10,2,17500000,17500000.0,42.0,23330.0,2.0,2.0
5766,"Vini Heights Phase 1, Lakshmiben Chedda Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,510.0,380.0,1.0,10,1,3000000,60000.0,7.0,5880.0,1.0,1.0
4068,"Shree Balaji Heights, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,680.0,410.0,2.0,7,1,6800000,85000.0,9.0,10000.0,1.0,1.0
3361,"Rustomjee Elements, D.N.Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,2300.0,2100.998912,2.0,2,3,106000000,42630373.06,15.0,46100.0,4.0,5.0
8086,"Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,950.0,800.0,3.0,30,1,25500000,250000.0,7.0,26840.0,3.0,3.0
6080,"Sunteck City Avenue 1, Mahatma Jyotiba Phule Nagar, Goregaon West, Mumbai",Ready to move,Unfurnished,1100.0,905.0,2.0,4,1,28000000,280000.0,37.0,25450.0,2.0,2.0
